Pax_key,Bag_Cnt,Bag_Wt_Msr,Unit_Qual_Cd,Wt_Knw_Ind,Pool_Ind
W_Fri_BR_3303_2005CA4D00011D6F,10,195,K,WK,YP 
W_Fri_BR_3303_2005CA510002CFC5,2,46,K,WK,NP 
W_Fri_BR_3303_2005DA210002F4CE,3,48,K,WK,YP 
W_Fri_BR_3303_2005DA2100092781,1,10,K,WK,NP 
W_Fri_BR_3303_2005DA2E0004EF61,1,20,K,WK,NP 
W_Fri_BR_3303_2005DA3600030E06,1,12,K,WK,NP 
W_Fri_BR_3303_2005DA37000131E7,3,50,K,WK,YP 
W_Fri_BR_3303_2005DA3700099857,8,135,K,WK,NP 
W_Fri_BR_3303_2005DA390000D251,0,0,*,*,YP 
W_Fri_BR_3303_2005DA490001159C,2,46,K,WK,NP 
W_Fri_BR_3303_2005DA570001F0F7,0,0,*,*,YP 
W_Fri_BR_3303_2005EA2E0008AC03,0,0,*,*,YP 
W_Fri_BR_3303_2005EA37000226C5,0,0,*,*,YP 
W_Fri_BR_3303_2005EA4400021340,0,0,*,*,YP 
W_Fri_BR_3303_2005F9A40001CE5C,2,43,K,WK,NP 
W_Fri_BR_3303_2005FA0D00051AED,2,40,K,WK,NP 
W_Fri_BR_3303_2005FA3200016244,4,99,K,WK,YP 
W_Fri_BR_3303_2005FA35000884D6,5,91,K,WK,YP 
W_Fri_BR_3303_2005FA3D00009DAD,0,0,*,*,YP 
W_Fri_BR_3303_200609C800072BF4,0,0,*,*,YP 
W_Fri_BR_3303_20060A11000B61D7,3,69,K,WK,NP 
W_Fri_BR_3303_20060A2F00072920,0,0,*,*,YP 
W_Fri_BR_3303_200619BA00015415,0,0,*,*,YP 
W_Fri_BR_3303_200619E1000B8B3F,0,0,*,*,YP 
W_Fri_BR_3303_20061A120001CF8B,2,25,K,WK,YP 
W_Fri_BR_3303_20061A220003D2F1,1,20,K,WK,NP 
W_Fri_BR_3303_20061A3C00021633,3,69,K,WK,NP 
W_Fri_BR_3303_200629B600096DA5,2,44,K,WK,NP 
W_Fri_BR_3303_200629F20001A6EF,1,22,K,WK,NP 
W_Fri_BR_3303_20062A0700015C5A,0,0,*,*,YP 
W_Fri_BR_3303_20062A270001B24B,0,0,*,*,YP 
W_Fri_BR_3303_20062A3E000038B2,1,22,K,WK,NP 
W_Fri_BR_3303_20062A3E000902AF,0,0,*,*,YP 
W_Fri_BR_3303_20062A44000630E8,2,46,K,WK,NP 
W_Fri_BR_3303_2022298D000109BE,3,58,K,WK,NP 
W_Fri_BR_3303_2032098E0002DB54,0,0,*,*,YP 
W_Fri_BR_3303_2032099300010B8C,2,35,K,WK,NP 
W_Fri_BR_3303_2032099A0000D581,0,0,*,*,YP 
W_Fri_BR_3303_2032099E0000D16C,4,55,K,WK,YP 
W_Fri_BR_3303_204038D80001B38D,2,35,K,WK,NP 
W_Fri_BR_3303_2040393000050285,0,0,*,*,YP 
W_Fri_BR_3303_2040398500023626,2,39,K,WK,NP 
W_Fri_BR_3303_20403995000A4108,2,46,K,WK,NP 
W_Fri_BR_3303_2040399F0001874D,3,55,K,WK,NP 
W_Fri_BR_3303_2040488C00048E6B,2,40,K,WK,NP 
W_Fri_BR_3303_204048C300034D12,2,25,K,WK,NP 
W_Fri_BR_3303_204048F80005D196,2,40,K,WK,NP 
W_Fri_BR_3303_204048FB000822B0,2,46,K,WK,NP 
W_Fri_BR_3303_2040491100024727,0,0,*,*,YP 
W_Fri_BR_3303_2040493B00033694,6,141,K,WK,YP 
W_Fri_BR_3303_2040497300033C99,0,0,*,*,YP 
W_Fri_BR_3303_2040497C00026986,1,20,K,WK,NP 
W_Fri_BR_3303_204049810001E9F8,1,12,K,WK,NP 
W_Fri_BR_3303_204049850000BF02,2,42,K,WK,NP 
W_Fri_BR_3303_2040499600003A07,0,0,*,*,YP 
W_Fri_BR_3303_2040499D0001F36C,6,112,K,WK,YP 
W_Fri_BR_3303_204049A0000071CC,2,55,K,WK,NP 
W_Fri_BR_3303_204049A2000071F6,2,43,K,WK,NP 
W_Fri_BR_3303_204049A300016FE6,1,13,K,WK,NP 
W_Fri_BR_3303_204358F100037710,4,59,K,WK,NP 
W_Fri_BR_3303_2043590800023BB2,2,38,K,WK,YP 
W_Fri_BR_3303_2043591900030AE0,3,77,K,WK,NP 
W_Fri_BR_3303_2043597900021294,0,0,*,*,YP 
W_Fri_BR_3303_2043597E00043156,0,0,*,*,YP 
W_Fri_BR_3303_2043598F00016DFD,9,187,K,WK,YP 
W_Fri_BR_3303_205048A80002B67C,2,46,K,WK,NP 
W_Fri_BR_3303_205048D100030F06,4,79,K,WK,YP 
W_Fri_BR_3303_205049630002A51D,5,115,K,WK,YP 
W_Fri_BR_3303_2050499F00015FD5,6,109,K,WK,YP 
W_Fri_BR_3303_205049A200020005,0,0,*,*,YP 
W_Fri_BR_3303_206049330003C0F5,0,0,*,*,YP 
W_Fri_BR_3303_20604960000076D3,2,30,K,WK,NP 
W_Fri_BR_3303_206049830001A226,2,43,K,WK,NP 
W_Fri_BR_3303_206049A30000E31F,4,68,K,WK,YP 
W_Fri_BR_3303_20632916000045AB,0,0,*,*,YP 
W_Fri_BR_3303_2063296E00021751,3,43,K,WK,YP 
W_Fri_BR_3303_206329730002442C,3,57,K,WK,YP 
W_Fri_BR_3303_206329840004ECA2,0,0,*,*,YP 
W_Fri_BR_3303_3003394300000BD7,2,45,K,WK,NP 
W_Fri_BR_3303_3003491200003DD4,1,16,K,WK,NP 
W_Fri_BR_3303_3003492600003BE7,1,23,K,WK,NP 
W_Fri_BR_3303_300349A100004918,0,0,*,*,YP 
W_Fri_BR_3303_30035A44000005D7,0,0,*,*,YP 
W_Fri_BR_3303_3003797E00008DF3,4,83,K,WK,YP 
W_Fri_BR_3303_300379DD00000F59,2,40,K,WK,NP 
W_Fri_BR_3303_3003A93400001443,3,65,K,WK,YP 
W_Fri_BR_3303_3003C95C000042D6,0,0,*,*,YP 
W_Fri_BR_3303_3003E90F000005E2,2,28,K,WK,NP 
W_Fri_BR_3303_3003E90F00001400,2,40,K,WK,NP 
W_Fri_BR_3303_3003E91500001E47,2,34,K,WK,NP 
W_Fri_BR_3303_3003E91500004EC1,1,23,K,WK,NP 
W_Fri_BR_3303_3003E91500004EC7,0,0,*,*,YP 
W_Fri_BR_3303_3003E9150000B982,9,192,K,WK,YP 
W_Fri_BR_3303_3003E9150000E2CB,2,37,K,WK,NP 
W_Fri_BR_3303_3003F911000046EB,2,46,K,WK,NP 
W_Fri_BR_3303_3003F92E00003ED8,2,36,K,WK,NP 
W_Fri_BR_3303_3003F9B00000734E,1,14,K,WK,NP 
W_Fri_BR_3303_3003FA300000046E,2,40,K,WK,NP 
W_Fri_BR_3303_3003FA58000012B4,1,23,K,WK,NP 
W_Fri_BR_3303_300409710000165D,2,42,K,WK,NP 
W_Fri_BR_3303_30040A2D00000F63,0,0,*,*,YP 
W_Fri_BR_3303_3004192700000CF4,2,45,K,WK,NP 
W_Fri_BR_3303_300419BB000015BA,0,0,*,*,YP 
W_Fri_BR_3303_300428A1000075C7,2,40,K,WK,NP 
W_Fri_BR_3303_3004291300003666,0,0,*,*,YP 
W_Fri_BR_3303_30042A0000004670,1,17,K,WK,NP 
W_Fri_BR_3303_30042A0000004679,2,43,K,WK,NP 
W_Fri_BR_3303_3004390900005BA3,3,55,K,WK,NP 
W_Fri_BR_3303_30045A46000010EB,2,46,K,WK,NP 
W_Fri_BR_3303_3004796A00004809,0,0,*,*,YP 
W_Fri_BR_3303_3004796A0000480A,4,68,K,WK,YP 
W_Fri_BR_3303_300489DD00003B1D,1,27,K,WK,NP 
W_Fri_BR_3303_3004995C00001558,2,28,K,WK,NP 
W_Fri_BR_3303_300499C800004A9D,3,36,K,WK,NP 
W_Fri_BR_3303_30049A2C00000435,2,48,K,WK,YP 
W_Fri_BR_3303_3006AA1D0000012D,4,66,K,WK,YP 
W_Fri_BR_3304_10ACB200002E5413,2,28,K,WK,NP 
W_Fri_BR_3304_10ACB200002EA630,0,0,*,*,YP 
W_Fri_BR_3304_10ACB20000324053,2,53,K,WK,NP 
W_Fri_BR_3304_10D5A000002EA845,0,0,*,*,YP 
W_Fri_BR_3304_200199150006EF03,4,55,K,WK,YP 
W_Fri_BR_3304_2001994C00004948,1,21,K,WK,NP 
W_Fri_BR_3304_2001997E0007FB0F,2,26,K,WK,NP 
W_Fri_BR_3304_20019981000353F6,2,34,K,WK,NP 
W_Fri_BR_3304_2001998200006B97,3,69,K,WK,NP 
W_Fri_BR_3304_2002092D0009963A,8,142,K,WK,YP 
W_Fri_BR_3304_2002093B0000D3AE,2,37,K,WK,NP 
W_Fri_BR_3304_2002097E00002100,1,17,K,WK,NP 
W_Fri_BR_3304_2002097E00009666,1,13,K,WK,NP 
W_Fri_BR_3304_2002097F0000D59F,2,39,K,WK,NP 
W_Fri_BR_3304_2002098F000332C0,1,26,K,WK,NP 
W_Fri_BR_3304_2002099B0001006A,3,36,K,WK,YP 
W_Fri_BR_3304_2002193500030EA9,1,22,K,WK,NP 
W_Fri_BR_3304_200219400003E9BA,2,46,K,WK,NP 
W_Fri_BR_3304_2002196300024DD0,2,32,K,WK,NP 
W_Fri_BR_3304_200219810002C551,0,0,*,*,YP 
W_Fri_BR_3304_200219810005266F,4,83,K,WK,YP 
W_Fri_BR_3304_2002198D0000484B,2,26,K,WK,NP 
W_Fri_BR_3304_2002199600005DA5,2,45,K,WK,NP 
W_Fri_BR_3304_200219980001430C,0,0,*,*,YP 
W_Fri_BR_3304_2002199E000208CE,2,40,K,WK,NP 
W_Fri_BR_3304_200228C30000D2B9,1,14,K,WK,NP 
W_Fri_BR_3304_200229370002854C,2,55,K,WK,NP 
W_Fri_BR_3304_2002294D0007C908,2,34,K,WK,NP 
W_Fri_BR_3304_200229700001179F,2,28,K,WK,NP 
W_Fri_BR_3304_2002297A00018A58,2,35,K,WK,NP 
W_Fri_BR_3304_2002297F0009E571,1,13,K,WK,NP 
W_Fri_BR_3304_200229890000F40E,0,0,*,*,YP 
W_Fri_BR_3304_2002299500004959,1,32,K,WK,NP 
W_Fri_BR_3304_200238E80008DEF3,2,40,K,WK,NP 
W_Fri_BR_3304_200239420006343E,2,42,K,WK,NP 
W_Fri_BR_3304_2002396A00018E8B,1,23,K,WK,NP 
W_Fri_BR_3304_20023990000076AD,0,0,*,*,YP 
W_Fri_BR_3304_200239940002B0C8,2,35,K,WK,NP 
W_Fri_BR_3304_2002399D000096F6,0,0,*,*,YP 
W_Fri_BR_3304_2002484100089A4C,0,0,*,*,YP 
W_Fri_BR_3304_200248D3000275CC,2,29,K,WK,NP 
W_Fri_BR_3304_200249550000F048,2,50,K,WK,NP 
W_Fri_BR_3304_2002496C00007F91,1,11,K,WK,NP 
W_Fri_BR_3304_2002497F000276F7,2,46,K,WK,NP 
W_Fri_BR_3304_200249870002FEF7,1,20,K,WK,NP 
W_Fri_BR_3304_200258E80002BA12,2,24,K,WK,NP 
W_Fri_BR_3304_2002590800059178,2,64,K,WK,NP 
W_Fri_BR_3304_200259550007AE96,1,16,K,WK,NP 
W_Fri_BR_3304_2002598F0005CE2E,0,0,*,*,YP 
W_Fri_BR_3304_20025990000163EF,0,0,*,*,YP 
W_Fri_BR_3304_2002599E0008714B,2,46,K,WK,NP 
W_Fri_BR_3304_200259A30002932C,1,23,K,WK,NP 
W_Fri_BR_3304_2002692B000782A8,1,20,K,WK,NP 
W_Fri_BR_3304_20026938000B8047,2,28,K,WK,NP 
W_Fri_BR_3304_2002696F0001FC0A,1,23,K,WK,NP 
W_Fri_BR_3304_200269720003C294,2,38,K,WK,NP 
W_Fri_BR_3304_2002698E00022F04,0,0,*,*,YP 
W_Fri_BR_3304_200269900001026D,0,0,*,*,YP 
W_Fri_BR_3304_2002699D00064A34,2,35,K,WK,NP 
W_Fri_BR_3304_2002892C0000236A,2,49,K,WK,NP 
W_Fri_BR_3304_2002897F00027104,2,28,K,WK,NP 
W_Fri_BR_3304_2002898D0000AB13,1,18,K,WK,NP 
W_Fri_BR_3304_2002898D0000E504,1,26,K,WK,NP 
W_Fri_BR_3304_2002899600030038,1,21,K,WK,NP 
W_Fri_BR_3304_2002899B0000C85A,2,46,K,WK,NP 
W_Fri_BR_3304_2002899B0001CDE5,1,18,K,WK,NP 
W_Fri_BR_3304_200289A000083BA0,2,31,K,WK,NP 
W_Fri_BR_3304_200298E40003917F,1,27,K,WK,NP 
W_Fri_BR_3304_2002993A00063715,2,39,K,WK,NP 
W_Fri_BR_3304_2002997900008D87,1,19,K,WK,NP 
W_Fri_BR_3304_2002997900020708,2,46,K,WK,NP 
W_Fri_BR_3304_2002998300059BF1,1,13,K,WK,NP 
W_Fri_BR_3304_20029984000023A7,1,10,K,WK,NP 
W_Fri_BR_3304_200299900001DCEC,1,14,K,WK,NP 
W_Fri_BR_3304_200299940000EF40,0,0,*,*,YP 
W_Fri_BR_3304_20030907000AFCEB,2,39,K,WK,NP 
W_Fri_BR_3304_2003095F00005A9B,2,20,K,WK,NP 
W_Fri_BR_3304_200309720000F4B3,2,38,K,WK,NP 
W_Fri_BR_3304_20030974000368E7,1,20,K,WK,NP 
W_Fri_BR_3304_2003098700011A9D,3,52,K,WK,NP 
W_Fri_BR_3304_200309960000D089,1,17,K,WK,NP 
W_Fri_BR_3304_2003099700086338,2,45,K,WK,NP 
W_Fri_BR_3304_2003099B00035CF1,2,29,K,WK,NP 
W_Fri_BR_3304_200309A200095DDA,0,0,*,*,YP 
W_Fri_BR_3304_200509F2000725EC,2,35,K,WK,NP 
W_Fri_BR_3304_20050A3400021E4F,3,75,K,WK,NP 
W_Fri_BR_3304_20050A3C0001FDEA,2,33,K,WK,NP 
W_Fri_BR_3304_200519BE000B110F,2,37,K,WK,NP 
W_Fri_BR_3304_200519E4000200AA,1,10,K,WK,NP 
W_Fri_BR_3304_20051A040000DF54,1,7,K,WK,NP 
W_Fri_BR_3304_20051A040005E6FC,1,20,K,WK,NP 
W_Fri_BR_3304_20051A1D00085C59,0,0,*,*,YP 
W_Fri_BR_3304_20051A310000E20C,3,31,K,WK,NP 
W_Fri_BR_3304_200529BC000695B7,1,19,K,WK,NP 
W_Fri_BR_3304_200529EC00079417,2,45,K,WK,NP 
W_Fri_BR_3304_200529F000069300,9,177,K,WK,YP 
W_Fri_BR_3304_20052A2F00007619,2,41,K,WK,NP 
W_Fri_BR_3304_20052A440001F6C0,2,31,K,WK,NP 
W_Fri_BR_3304_20052A520001D495,2,21,K,WK,NP 
W_Fri_BR_3304_20052A550007071D,1,14,K,WK,NP 
W_Fri_BR_3304_20052A5900061673,0,0,*,*,YP 
W_Fri_BR_3304_20053A1B000237CF,2,39,K,WK,NP 
W_Fri_BR_3304_20053A3B0001D3E6,0,0,*,*,YP 
W_Fri_BR_3304_20053A3C00009EC7,0,0,*,*,YP 
W_Fri_BR_3304_20053A4B000539A4,2,41,K,WK,NP 
W_Fri_BR_3304_20053A580009AE86,1,21,K,WK,NP 
W_Fri_BR_3304_200549DB00010FB5,2,27,K,WK,NP 
W_Fri_BR_3304_20054A2E0001282C,3,59,K,WK,NP 
W_Fri_BR_3304_20054A3E0000AC21,0,0,*,*,YP 
W_Fri_BR_3304_20054A450000CEE1,1,16,K,WK,NP 
W_Fri_BR_3304_20054A53000A5677,1,7,K,WK,NP 
W_Fri_BR_3304_20054A5A00006EB3,0,0,*,*,YP 
W_Fri_BR_3304_200559D60000E5B5,1,23,K,WK,NP 
W_Fri_BR_3304_200559E90003B16B,1,27,K,WK,NP 
W_Fri_BR_3304_20055A0F0007A992,10,164,K,WK,YP 
W_Fri_BR_3304_20055A1E000996E0,1,13,K,WK,NP 
W_Fri_BR_3304_20055A2900013304,2,42,K,WK,NP 
W_Fri_BR_3304_20056A0B00002C52,1,16,K,WK,NP 
W_Fri_BR_3304_20056A420002516A,0,0,*,*,YP 
W_Fri_BR_3304_20056A4400010A56,1,16,K,WK,NP 
W_Fri_BR_3304_20056A4900015459,1,14,K,WK,NP 
W_Fri_BR_3304_200579A3000922B3,1,21,K,WK,NP 
W_Fri_BR_3304_200589A30000C7B0,2,34,K,WK,NP 
W_Fri_BR_3304_200589A40004DA58,1,24,K,WK,NP 
W_Fri_BR_3304_200589FA00059BF2,6,89,K,WK,YP 
W_Fri_BR_3304_20058A06000161C8,3,52,K,WK,NP 
W_Fri_BR_3304_20058A1400018362,1,20,K,WK,NP 
W_Fri_BR_3304_20058A150000CCBC,2,42,K,WK,NP 
W_Fri_BR_3304_20058A18000095AA,2,28,K,WK,NP 
W_Fri_BR_3304_20058A2400008AF4,2,43,K,WK,NP 
